mean,std,rms,max,min,peak_to_peak,skewness,kurtosis,crest_factor,shape_factor,impulse_factor,clearance_factor,entropy,fft_mean,fft_std,fft_max,energy,RUL(min)
-0.095172314,0.090081617,0.13104376,0.269,-0.574,0.843,-0.091521873,0.096780767,4.380216183,1.215761925,5.325300059,6.184808923,-58.65259813,8.437278117,21.58719968,1949.129,351.692127,20650
-0.095461182,0.091470586,0.132210837,0.288,-0.63,0.918,-0.085595911,0.212282973,4.765116204,1.216419453,5.796380048,6.729683743,-53.3023379,8.47274589,21.74459777,1955.045,357.984365,20640
-0.094814551,0.091413146,0.13170483,0.303,-0.537,0.84,-0.078504319,0.035939304,4.077299208,1.217857166,4.965568059,5.76903921,-58.22630589,8.476249999,21.62205467,1941.802,355.249404,20630
-0.094940576,0.091485638,0.131845876,0.366,-0.642,1.008,-0.051011529,0.196923865,4.869321814,1.215171004,5.91705868,6.870449381,-48.33270178,8.505234216,21.63960547,1944.383,356.010701,20620
-0.09548291,0.092841855,0.133178812,0.271,-0.598,0.869,-0.062685602,0.130664969,4.490203726,1.216954666,5.464374376,6.345395769,-55.19021374,8.510109012,21.85265718,1955.49,363.245488,20610
-0.09473667,0.090933926,0.131316471,0.273,-0.647,0.92,-0.144483862,0.394012559,4.927028548,1.220932442,6.015568997,7.004569941,-53.60412965,8.558129135,21.53425934,1940.207,353.157437,20600
-0.095193896,0.091070976,0.131741415,0.259,-0.613,0.872,-0.104944406,0.152488653,4.653054607,1.217979344,5.667324396,6.583031648,-56.122637,8.506134069,21.64901233,1949.571,355.446795,20590
-0.094924951,0.090051269,0.130843332,0.312,-0.593,0.905,-0.050333039,0.212787827,4.532137722,1.212346017,5.494519117,6.364719717,-54.81897586,8.366456235,21.56755861,1944.063,350.617139,20580
-0.094799951,0.092886763,0.132721443,0.273,-0.559,0.832,-0.09924307,0.093360671,4.211828834,1.22047364,5.140426067,5.98460312,-57.75513531,8.66958735,21.67131942,1941.503,360.754819,20570
-0.095572461,0.091924033,0.13260514,0.269,-0.645,0.914,-0.105900535,0.272993523,4.864064862,1.217039591,5.91975951,6.868195771,-53.14401093,8.470688643,21.80450291,1957.324,360.12284,20560
-0.094640723,0.09202118,0.132002893,0.293,-0.681,0.974,-0.075992686,0.19638232,5.158977826,1.217051409,6.278741234,7.289343153,-49.80353614,8.563707943,21.60921702,1938.242,356.859164,20550
-0.094230273,0.091165508,0.131112525,0.293,-0.571,0.864,-0.056943105,0.075676957,4.355037778,1.215167376,5.292099828,6.139265257,-56.60516411,8.499903386,21.48631968,1929.836,352.061322,20540
-0.094894385,0.09121405,0.131624265,0.33,-0.581,0.911,-0.055446875,0.163724639,4.414079731,1.214027793,5.358815473,6.214336682,-53.92127029,8.482567378,21.61671168,1943.437,354.814917,20530
-0.09496626,0.09142285,0.131820818,0.261,-0.608,0.869,-0.063645574,0.100715891,4.612321564,1.214365134,5.601042495,6.495903437,-56.22136272,8.347298289,21.70018448,1944.909,355.875389,20520
-0.094646484,0.092557961,0.132381771,0.31,-0.691,1.001,-0.102447322,0.278074398,5.219751908,1.221049242,6.37357411,7.421878886,-48.07871329,8.601170778,21.64222342,1938.36,358.910632,20510
-0.094852979,0.091739793,0.131959377,0.415,-0.483,0.898,-0.027792313,0.074757763,3.660217349,1.215109208,4.447563804,5.166387096,-54.09028254,8.429458661,21.67551287,1942.589,356.623915,20500
-0.095064355,0.091242969,0.131766881,0.317,-0.603,0.92,-0.04854697,0.030240716,4.576263729,1.213114677,5.551532697,6.435678196,-53.11927922,8.311763816,21.71580889,1946.918,355.584226,20490
-0.094661475,0.092005986,0.132007183,0.283,-0.596,0.879,-0.09182661,0.203074505,4.514905845,1.217955641,5.498955043,6.38632293,-55.07997285,8.621655328,21.58831535,1938.667,356.882355,20480
-0.095387305,0.091520493,0.132192051,0.291,-0.784,1.075,-0.09189491,0.280352074,5.930765059,1.214548061,7.203199205,8.351521414,-45.34272084,8.385923094,21.76897084,1953.532,357.882644,20470
-0.094925293,0.091884168,0.132111739,0.356,-0.62,0.976,-0.07468376,0.220545553,4.692997047,1.215722335,5.705381326,6.621336666,-50.04224736,8.524972821,21.66353414,1944.07,357.447916,20460
-0.095391357,0.090702715,0.131630139,0.32,-0.596,0.916,-0.091264439,0.103797633,4.527838414,1.216105135,5.506327544,6.39547721,-53.74524008,8.412690316,21.68939066,1953.615,354.846587,20450
-0.095016992,0.091651436,0.132015963,0.305,-0.564,0.869,-0.072827792,0.126383631,4.272210619,1.217353861,5.200792092,6.049917262,-56.00441632,8.376536377,21.71776862,1945.948,356.929834,20440
-0.094856836,0.092491727,0.132485995,0.315,-0.593,0.908,-0.04503017,0.203202142,4.475944798,1.21433854,5.435312272,6.302922332,-53.21606871,8.543977564,21.6966739,1942.668,359.475996,20430
-0.095706201,0.090736524,0.131881742,0.3,-0.667,0.967,-0.08107449,0.1596891,5.057561352,1.216167095,6.150839697,7.143464831,-50.88691935,8.594485795,21.67782819,1960.063,356.204417,20420
-0.09416582,0.090695872,0.130739982,0.303,-0.696,0.999,-0.068067817,0.124828104,5.323543631,1.216120701,6.474071611,7.525179721,-49.32050323,8.494810766,21.43593883,1928.516,350.063472,20410
-0.094591016,0.091658825,0.131714845,0.256,-0.637,0.893,-0.095332141,0.1626366,4.836205048,1.215922874,5.880452342,6.821319319,-54.51769861,8.497809716,21.59478152,1937.224,355.303434,20400
-0.095033203,0.091447359,0.131886046,0.303,-0.642,0.945,-0.073894792,0.164007676,4.867838714,1.216672997,5.922567916,6.881557524,-51.61200014,8.372295552,21.70465869,1946.28,356.227668,20390
-0.095172559,0.09252102,0.132732645,0.344,-0.718,1.062,-0.094599608,0.247064536,5.409370102,1.217468902,6.585739878,7.642408583,-45.36917856,8.587168189,21.73864209,1949.134,360.815718,20380
-0.095138232,0.091826886,0.132225037,0.317,-0.647,0.964,-0.059612451,0.166733224,4.893173159,1.215287828,5.946613782,6.9005046,-50.44785886,8.419894535,21.73790626,1948.431,358.061267,20370
-0.094640088,0.090365723,0.130853774,0.251,-0.564,0.815,-0.088430727,0.069199759,4.310154627,1.216396314,5.242856203,6.090567162,-60.68876857,8.277234043,21.5776427,1938.229,350.673105,20360
-0.095424658,0.089940669,0.131130429,0.288,-0.596,0.884,-0.074147846,0.074459226,4.545093052,1.212770803,5.512156153,6.387768367,-56.07718161,8.234554168,21.69879191,1954.297,352.157477,20350
-0.094691846,0.090822647,0.131207084,0.266,-0.535,0.801,-0.089155699,0.074275946,4.077523743,1.21696844,4.962217708,5.75983296,-61.32963092,8.297124414,21.6185042,1939.289,352.569321,20340
-0.093928711,0.090037935,0.130113152,0.308,-0.554,0.862,-0.075531204,0.053475664,4.257832432,1.217309539,5.183100033,6.030511448,-57.48272151,8.261454694,21.42758693,1923.66,346.714776,20330
-0.094765137,0.09209941,0.132146633,0.3,-0.698,0.998,-0.073223995,0.260612234,5.282011248,1.216516804,6.425655442,7.4615767,-48.54815245,8.336662636,21.72683795,1940.79,357.636762,20320
-0.095492285,0.089591435,0.130940451,0.266,-0.652,0.918,-0.098177922,0.149261639,4.979362725,1.215339156,6.051614494,7.028167546,-54.33445276,8.376654547,21.62681836,1955.682,351.137826,20310
-0.095165967,0.089864513,0.130889999,0.381,-0.574,0.955,-0.068553727,0.139689863,4.385361787,1.214795457,5.327317575,6.182630512,-51.95890727,8.325850519,21.61077893,1948.999,350.867289,20300
-0.094737842,0.090493518,0.13101273,0.31,-0.659,0.969,-0.063633178,0.167894864,5.030045557,1.214712465,6.110059039,7.090299807,-50.81661184,8.460046421,21.53442219,1940.231,351.525589,20290
-0.095287158,0.090902477,0.131692456,0.334,-0.53,0.864,-0.089630065,0.180956648,4.024528188,1.217902759,4.901483983,5.703288999,-56.84418293,8.330668022,21.71942945,1951.481,355.182651,20280
-0.094115381,0.090900288,0.130845586,0.283,-0.618,0.901,-0.055271081,0.047741449,4.72312456,1.215102412,5.739080043,6.662132413,-54.36666923,8.43925292,21.46657896,1927.483,350.629219,20270
-0.095168994,0.090150725,0.131088866,0.303,-0.51,0.813,-0.083145056,0.061539503,3.890490606,1.216312628,4.732052853,5.504050484,-61.08977017,8.2759223,21.65478453,1949.061,351.934273,20260
-0.095232031,0.090724065,0.131529448,0.286,-0.83,1.116,-0.121279513,0.389800111,6.31037393,1.217869665,7.685212982,8.92892905,-44.18885273,8.362393969,21.68165889,1950.352,354.303912,20250
-0.095145215,0.091423767,0.131950434,0.293,-0.686,0.979,-0.118047429,0.312150075,5.198921884,1.218192154,6.33328585,7.353594207,-49.69697049,8.532192885,21.66035042,1948.574,356.575582,20240
-0.094562305,0.092173508,0.132052963,0.303,-0.684,0.987,-0.098485068,0.219091434,5.179739901,1.220428287,6.321501097,7.359088139,-49.04553938,8.430939472,21.66059407,1936.636,357.129932,20230
-0.094738281,0.090664577,0.131131261,0.273,-0.676,0.949,-0.087561896,0.10695972,5.155139946,1.216060841,6.268963818,7.27896921,-51.92529941,8.45441476,21.55221818,1940.24,352.161946,20220
-0.094910693,0.091391245,0.131758868,0.31,-0.74,1.05,-0.106660744,0.22454722,5.616320251,1.218984833,6.846209202,7.96198951,-46.44335044,8.306347908,21.70321963,1943.771,355.540979,20210
-0.094497656,0.091178505,0.131313848,0.342,-0.569,0.911,-0.083684655,0.19223059,4.333130186,1.21819207,5.27858483,6.13839498,-53.829909,8.354264981,21.59227239,1935.312,353.143332,20200
