mean,std,rms,max,min,peak_to_peak,skewness,kurtosis,crest_factor,shape_factor,impulse_factor,clearance_factor,entropy,fft_mean,fft_std,fft_max,energy,RUL(min)
-0.094785107,0.075962774,0.121468348,0.249,-0.444,0.693,-0.030937973,0.045278856,3.655273217,1.189054367,4.346318583,4.965612412,-83.94989626,7.77109175,20.63439508,1941.199,302.173381,21210
-0.09519043,0.075983079,0.121797562,0.298,-0.64,0.938,-0.081166239,0.382176361,5.254620763,1.18970616,6.251454692,7.134150567,-61.86516963,7.718938744,20.73169478,1949.5,303.813554,21200
-0.095156592,0.076715747,0.122229632,0.256,-0.576,0.832,-0.050977601,0.278414777,4.712441591,1.187596803,5.596480566,6.3714072,-69.28658491,7.792804282,20.75291173,1948.807,305.972897,21190
-0.094635889,0.076267614,0.121542998,0.205,-0.461,0.666,-0.052298807,0.204530521,3.792896394,1.189695271,4.512390904,5.150999559,-87.13142976,7.872089093,20.591077,1938.143,302.544905,21180
-0.0950396,0.075849613,0.12159642,0.266,-0.513,0.779,-0.019436479,0.243345225,4.218874214,1.188312151,5.013339492,5.724854338,-74.64502091,7.801372839,20.66186262,1946.411,302.810917,21170
-0.09536626,0.076106459,0.122011953,0.237,-0.613,0.85,-0.090943885,0.275865056,5.02409793,1.190197794,5.979670272,6.824331477,-67.83463943,7.804877412,20.74193441,1953.101,304.884053,21160
-0.095480664,0.075563002,0.121763396,0.227,-0.469,0.696,-0.063455651,0.168540556,3.851732268,1.188450759,4.577594136,5.224151349,-84.03677139,7.698265075,20.7616135,1955.444,303.643126,21150
-0.095233252,0.077139436,0.122555558,0.393,-0.437,0.83,-0.024693324,0.233799421,3.565729757,1.190693493,4.245691219,4.851195577,-69.0443422,7.778132166,20.80447978,1950.377,307.606831,21140
-0.093765918,0.077335806,0.121543713,0.247,-0.542,0.789,-0.064679061,0.375094308,4.459300985,1.192420162,5.317360405,6.078396519,-72.5279299,7.905207389,20.49624541,1920.326,302.548464,21130
-0.095300244,0.075270109,0.121440215,0.269,-0.552,0.821,-0.070561932,0.246020779,4.545446496,1.187976064,5.399881637,6.153806179,-71.36067889,7.740121822,20.69105928,1951.749,302.033425,21120
-0.095024805,0.076619862,0.122066853,0.266,-0.481,0.747,-0.051743128,0.179352784,3.940463661,1.189512371,4.68723027,5.345000899,-77.22980878,7.856761811,20.69681202,1946.108,305.158486,21110
-0.09498501,0.07606803,0.121690169,0.293,-0.527,0.82,-0.0381951,0.307424839,4.330670282,1.187870215,5.144274239,5.867019346,-70.75048252,7.837028696,20.65508661,1945.293,303.278025,21100
-0.094549512,0.076407835,0.121563841,0.242,-0.466,0.708,-0.049346082,0.305709371,3.83337673,1.190504126,4.563650814,5.210302542,-81.93253774,7.815821465,20.60690637,1936.374,302.648678,21090
-0.095055908,0.077537159,0.122668809,0.286,-0.461,0.747,-0.032673482,0.249243959,3.758086532,1.190526434,4.474101356,5.108142103,-76.52386512,7.973979341,20.72777646,1946.745,308.175601,21080
-0.094920215,0.076962288,0.122200822,0.212,-0.496,0.708,-0.039281308,0.219903911,4.058892485,1.188892235,4.825585759,5.502451671,-81.2130858,7.940137273,20.67097709,1943.966,305.82868,21070
-0.095482031,0.07549868,0.121724562,0.212,-0.493,0.705,-0.063575108,0.225206933,4.05012754,1.187466192,4.809389528,5.480731187,-83.13300302,7.780101283,20.72755451,1955.472,303.449476,21060
-0.094685303,0.077046926,0.122071845,0.229,-0.508,0.737,-0.061931031,0.303123805,4.161483748,1.19080812,4.955528638,5.656937149,-78.35284008,7.955260014,20.627694,1939.155,305.183445,21050
-0.095075195,0.077617609,0.122734616,0.31,-0.442,0.752,-0.006395454,0.272384502,3.601266006,1.188831051,4.281296852,4.878264837,-75.86389393,7.883472115,20.7718937,1947.14,308.506336,21040
-0.094956934,0.077449522,0.12253672,0.312,-0.515,0.827,-0.079565007,0.351414043,4.202821815,1.191608829,5.008119581,5.717864206,-69.1236342,8.018473195,20.68524582,1944.718,307.512274,21030
-0.09382168,0.07508643,0.120168546,0.256,-0.466,0.722,-0.054024871,0.218422896,3.877886642,1.189363241,4.612215823,5.264603439,-81.23569096,7.770608382,20.38688336,1921.468,295.74102,21020
-0.095288086,0.076394592,0.122130885,0.259,-0.437,0.696,-0.025909976,0.183455413,3.578128502,1.188943801,4.254193702,4.855269348,-83.22684673,7.913487353,20.70772321,1951.5,305.478718,21010
-0.095985303,0.076441406,0.122704796,0.291,-0.503,0.794,-0.055673139,0.201465276,4.09926929,1.187779883,4.869029596,5.548686252,-72.79162619,7.785360418,20.89090704,1965.779,308.356441,21000
-0.095215381,0.07646079,0.122115606,0.237,-0.474,0.711,-0.077374633,0.17429112,3.881567777,1.190445696,4.620795656,5.276386211,-81.4526868,7.823821945,20.73301747,1950.011,305.402289,20990
-0.095464551,0.075739806,0.12186057,0.229,-0.479,0.708,-0.054436906,0.232480113,3.930721793,1.186842598,4.665148064,5.314549144,-82.3160364,7.831608655,20.72287772,1955.114,304.127972,20980
-0.094861133,0.077057852,0.122215167,0.281,-0.542,0.823,-0.08269406,0.426906853,4.434801448,1.192259036,5.287432098,6.040484729,-70.00668765,7.928940022,20.67180947,1942.756,305.900484,20970
-0.095124658,0.075865237,0.121672654,0.256,-0.464,0.72,-0.00068833,0.213146112,3.813510965,1.184187405,4.515911656,5.133906635,-80.67617264,7.694036972,20.71976681,1948.153,303.190727,20960
-0.094357129,0.076268699,0.121326758,0.217,-0.549,0.766,-0.039873413,0.260028763,4.52497049,1.188994217,5.380163747,6.135155736,-75.82671856,7.919168617,20.52025802,1932.434,301.469332,20950
-0.094905322,0.075616845,0.121346312,0.222,-0.569,0.791,-0.063078805,0.257934528,4.689058872,1.186725293,5.564624765,6.328073559,-73.87772171,7.79942115,20.6202868,1943.661,301.566513,20940
-0.094916211,0.075389616,0.121213371,0.232,-0.444,0.676,-0.006070639,0.14774777,3.662962227,1.185424613,4.342165582,4.944029539,-86.71739639,7.810432276,20.60020217,1943.884,300.906114,20930
-0.095606836,0.077368275,0.122989906,0.229,-0.542,0.771,-0.055974948,0.183606305,4.406865698,1.190422155,5.246030561,5.989268278,-74.03933594,7.884676408,20.85241666,1958.028,309.79107,20920
-0.09446875,0.07780646,0.122385416,0.239,-0.476,0.715,-0.046679576,0.179219213,3.889352321,1.193877796,4.643411377,5.317996378,-79.57190725,7.995328074,20.62993213,1934.72,306.75333,20910
-0.09483335,0.077151598,0.122252743,0.215,-0.52,0.735,-0.113574183,0.347992243,4.253483283,1.195119629,5.083421362,5.820289029,-77.72805583,7.981264082,20.65359223,1942.187,306.088617,20900
-0.095113818,0.075937253,0.121709099,0.256,-0.53,0.786,-0.052465527,0.226819702,4.354645654,1.18821244,5.17424414,5.901543657,-74.03879788,7.806784529,20.68092107,1947.931,303.372387,20890
-0.095042627,0.077556131,0.122670512,0.244,-0.508,0.752,-0.049052256,0.238936718,4.141174541,1.191923418,4.935962914,5.637945496,-76.00164402,8.056352453,20.6948324,1946.473,308.184155,20880
-0.095189404,0.076678609,0.122231877,0.239,-0.522,0.761,-0.045811136,0.316945702,4.270571738,1.190278316,5.083168935,5.809285139,-75.88730267,7.980824494,20.68475333,1949.479,305.984139,20870
-0.094834229,0.076266439,0.121696757,0.254,-0.706,0.96,-0.098320488,0.48030274,5.801304966,1.189032845,6.897942145,7.854513702,-60.40287011,7.958693991,20.59463279,1942.205,303.310861,20860
-0.094241943,0.077017477,0.121709636,0.273,-0.608,0.881,-0.061916224,0.357333737,4.995495985,1.192998151,5.959617473,6.817634587,-64.99544361,8.086628279,20.49084851,1930.075,303.375065,20850
-0.095004102,0.075616405,0.121423309,0.281,-0.466,0.747,-0.02148041,0.20631164,3.837813374,1.185980353,4.55157126,5.185242401,-78.15612491,7.837246534,20.62457331,1945.684,301.949338,20840
-0.094917725,0.076229783,0.121738877,0.237,-0.427,0.664,-0.071230573,0.112400943,3.507507293,1.191404178,4.178858844,4.774419815,-87.33434561,7.933389788,20.61779046,1943.915,303.520855,20830
-0.095048682,0.077189861,0.122443973,0.305,-0.447,0.752,-0.051738488,0.233963313,3.650649266,1.191209747,4.348688989,4.970329789,-76.3159453,7.989235442,20.69396215,1946.597,307.046943,20820
-0.095171045,0.07665391,0.122202086,0.232,-0.515,0.747,-0.072552569,0.266143651,4.214330688,1.190242883,5.016077109,5.728754824,-77.3137869,7.995456945,20.67378,1949.103,305.835003,20810
-0.095141016,0.076110823,0.121838706,0.229,-0.527,0.756,-0.058365227,0.325876394,4.325390662,1.18828198,5.139783779,5.858648187,-77.01373179,7.920344594,20.65558641,1948.488,304.018846,20800
-0.094413623,0.075997387,0.121200392,0.339,-0.481,0.82,-0.024005368,0.300427377,3.96863403,1.188922681,4.718399011,5.38431687,-70.78327502,7.813391208,20.55104453,1933.591,300.841677,20790
-0.095080273,0.076153649,0.121818048,0.322,-0.522,0.844,-0.033885134,0.336474699,4.285079348,1.187421166,5.088193914,5.79443204,-68.51424849,8.007066469,20.6141693,1947.244,303.91576,20780
-0.094628516,0.076717854,0.121820298,0.254,-0.596,0.85,-0.066590189,0.247361808,4.892452315,1.193006544,5.836727628,6.678491752,-67.22058546,7.922601852,20.60457886,1937.992,303.92699,20770
-0.095375195,0.07747182,0.122875184,0.278,-0.618,0.896,-0.090608168,0.487457188,5.029493995,1.190754672,5.988893473,6.823012239,-63.86657105,7.973501694,20.78296203,1953.284,309.213406,20760
-0.095273047,0.076957909,0.122472336,0.247,-0.483,0.73,-0.000239573,0.246847984,3.943747746,1.186672208,4.679935846,5.335257146,-78.80068834,7.996338264,20.71570272,1951.192,307.18921,20750
-0.094908447,0.074908501,0.12090863,0.217,-0.513,0.73,-0.100033767,0.238477452,4.242873314,1.189063242,5.045044699,5.754798144,-80.61901505,7.79052014,20.57128948,1943.725,299.395007,20740
-0.094848096,0.0772002,0.122294857,0.239,-0.51,0.749,-0.03047694,0.182685676,4.170248954,1.188942381,4.95818572,5.651891786,-76.54896533,7.900138419,20.69126646,1942.489,306.299537,20730
-0.094903271,0.077438611,0.122488242,0.222,-0.454,0.676,-0.095614233,0.331201982,3.706478216,1.19301301,4.421876731,5.052072078,-84.88846582,7.88093701,20.72706006,1943.619,307.269005,20720
-0.095322705,0.076462759,0.122200539,0.203,-0.515,0.718,-0.062833503,0.153784763,4.214384044,1.190035387,5.015266148,5.727095734,-80.51402538,7.913540514,20.71884705,1952.209,305.827259,20710
-0.095222266,0.076492668,0.122140935,0.256,-0.659,0.915,-0.073033193,0.341320712,5.395406525,1.189569776,6.41821253,7.325812806,-63.12919081,7.973448711,20.67970508,1950.152,305.528998,20700
-0.094405127,0.077432631,0.122098896,0.271,-0.532,0.803,-0.030074205,0.209702781,4.357123757,1.191236547,5.190365057,5.931376207,-70.98533673,8.000972228,20.58697048,1933.417,305.318715,20690
-0.095649512,0.077684422,0.123222151,0.286,-0.52,0.806,-0.063012994,0.376886185,4.220020468,1.19139978,5.027731459,5.743909797,-70.65567202,8.136507013,20.78766485,1958.902,310.962146,20680
-0.094972217,0.077083932,0.122317842,0.269,-0.481,0.75,-0.018925424,0.240426696,3.932378065,1.189153422,4.676200834,5.340242601,-76.58893512,7.917982052,20.69888778,1945.031,306.414685,20670
-0.094401611,0.077085054,0.121876043,0.269,-0.579,0.848,-0.045387535,0.36425603,4.750728587,1.190885677,5.657574631,6.462764606,-67.62391163,7.879745796,20.60628278,1933.345,304.205205,20660
-0.095446484,0.075559985,0.121734723,0.232,-0.586,0.818,-0.051512163,0.292792134,4.813745723,1.186184401,5.709990085,6.500434961,-71.23343885,7.917266487,20.67338802,1954.744,303.500138,20650
-0.095401221,0.076996252,0.122596149,0.254,-0.493,0.747,-0.101772123,0.351435677,4.021333489,1.193584917,4.799803,5.494218126,-77.09818162,7.996439874,20.74254,1953.817,307.810627,20640
-0.094847852,0.077353718,0.122391637,0.254,-0.459,0.713,-0.043020158,0.206373938,3.750256251,1.191424452,4.468146999,5.108524938,-80.20996381,7.977069152,20.67318383,1942.484,306.784516,20630
-0.094992529,0.077448622,0.122563737,0.232,-0.513,0.745,-0.090317296,0.235463928,4.185577331,1.194339041,4.998998415,5.72110645,-76.69655676,7.922034162,20.72900348,1945.447,307.647891,20620
-0.094913525,0.078807342,0.123366018,0.266,-0.471,0.737,-0.042483394,0.245332437,3.817907124,1.194544112,4.560658477,5.223886847,-76.83832852,7.991509253,20.79208932,1943.829,311.688693,20610
-0.094677783,0.077741414,0.122505551,0.254,-0.479,0.733,-0.061116987,0.431627427,3.910026904,1.192188253,4.661488144,5.322482551,-78.40531612,8.118814084,20.61603661,1939.001,307.355853,20600
-0.094927832,0.076645781,0.12200766,0.247,-0.457,0.704,-0.083368193,0.271693461,3.745666468,1.191897078,4.464448918,5.097989581,-82.03453899,7.924334026,20.65475236,1944.122,304.862598,20590
-0.094963916,0.076817365,0.122143575,0.273,-0.464,0.737,-0.069113857,0.236933141,3.798808075,1.192037023,4.528319869,5.174809029,-78.43964429,7.977631272,20.65405622,1944.861,305.542205,20580
-0.094687549,0.077499622,0.122359811,0.295,-0.532,0.827,-0.063199015,0.367091323,4.347832797,1.193387575,5.188649638,5.935578879,-69.28203832,8.100887397,20.60613735,1939.201,306.624991,20570
-0.094148779,0.077442059,0.121906789,0.269,-0.522,0.791,-0.058203533,0.303983758,4.281960064,1.19334284,5.109846383,5.842242543,-72.25707187,8.006325844,20.53756212,1928.167,304.358709,20560
-0.094655078,0.076702542,0.121831292,0.249,-0.486,0.735,-0.022534859,0.287015373,3.989122918,1.189031852,4.743194211,5.408750202,-78.08044367,8.035030052,20.56480891,1938.536,303.98185,20550
-0.094783154,0.076557428,0.121839592,0.276,-0.442,0.718,-0.045967501,0.148062758,3.62772063,1.19040796,4.318467515,4.931676816,-80.35633209,7.933465751,20.61725859,1941.159,304.023267,20540
-0.094958545,0.077288964,0.122436552,0.266,-0.5,0.766,-0.045296529,0.348594613,4.083747806,1.191206585,4.864587277,5.552460798,-74.78918756,8.02518121,20.67065487,1944.751,307.009725,20530
-0.094011377,0.077430164,0.121793141,0.237,-0.444,0.681,-0.063371502,0.322437549,3.645525478,1.193230722,4.349952999,4.972194299,-84.21778607,7.888242588,20.55639189,1925.353,303.791499,20520
-0.094818164,0.078559262,0.123134243,0.264,-0.518,0.782,-0.050925948,0.36032971,4.206790782,1.192557528,5.016840017,5.736292615,-72.34872648,8.12296339,20.70410975,1941.876,310.518618,20510
-0.094346436,0.077151776,0.121875537,0.247,-0.481,0.728,-0.076942071,0.225270767,3.946649288,1.193516114,4.710389522,5.385999543,-78.57272631,7.943248138,20.57678804,1932.215,304.202679,20500
-0.094791162,0.077164044,0.122227878,0.273,-0.491,0.764,-0.081447699,0.262115125,4.01708684,1.192654022,4.790994778,5.475573422,-74.68476694,7.814357742,20.71029635,1941.323,305.964117,20490
-0.094169043,0.078665552,0.12270321,0.222,-0.452,0.674,-0.054915028,0.215674527,3.683685212,1.194741413,4.401051274,5.040561513,-83.59751038,8.13897786,20.58420177,1928.582,308.348472,20480
-0.094935889,0.077052523,0.122269842,0.286,-0.676,0.962,-0.074085551,0.464951742,5.528754989,1.191934522,6.589913935,7.531940473,-59.64809242,7.891218621,20.6994675,1944.287,306.174245,20470
-0.09547583,0.078425862,0.123556667,0.281,-0.579,0.86,-0.055546822,0.311070962,4.686108927,1.192422293,5.587820749,6.393247226,-65.76789071,8.068420255,20.83845276,1955.345,312.652799,20460
-0.093927148,0.076495417,0.121135701,0.225,-0.483,0.708,-0.078512176,0.180759717,3.987263844,1.192963927,4.756661935,5.437492747,-81.67836143,7.938798363,20.44933135,1923.628,300.520612,20450
-0.095855176,0.076742705,0.122791113,0.247,-0.505,0.752,-0.080221058,0.242049606,4.112675471,1.190841539,4.897544787,5.593293707,-76.77486428,7.818642824,20.87663315,1963.114,308.790426,20440
-0.095797412,0.076245369,0.122435699,0.244,-0.491,0.735,-0.041763658,0.267803922,4.010268273,1.187545966,4.762377912,5.426826861,-78.39892467,7.89426734,20.79947051,1961.931,307.005449,20430
-0.09500332,0.076767614,0.122142938,0.215,-0.54,0.755,-0.073668667,0.238264188,4.421049696,1.190835153,5.26474139,6.010309945,-76.20792656,7.960503078,20.66431437,1945.668,305.539018,20420
-0.094423779,0.077920311,0.122423139,0.239,-0.461,0.7,-0.054441109,0.231403556,3.765628001,1.191694295,4.487477405,5.123903005,-81.33774639,8.055757795,20.60688409,1933.799,306.942463,20410
-0.094908594,0.077098527,0.122277651,0.293,-0.474,0.767,-0.031344968,0.24847491,3.876423817,1.190242445,4.613884162,5.266400275,-74.66569955,7.95400432,20.67418091,1943.728,306.213356,20400
-0.094918506,0.077074836,0.12227041,0.295,-0.466,0.761,-0.038214514,0.204039134,3.811224656,1.190654673,4.537852445,5.177953443,-75.47359298,7.897813706,20.69565849,1943.931,306.177087,20390
-0.094256738,0.076126265,0.121159155,0.293,-0.488,0.781,-0.055193394,0.331641289,4.027760005,1.190448308,4.794840081,5.475476881,-74.17202739,7.949988467,20.47812479,1930.378,300.636998,20380
-0.094874414,0.076263884,0.121726474,0.234,-0.498,0.732,-0.070640576,0.259565378,4.091139629,1.189100246,4.86477514,5.547167226,-79.53358899,7.849043792,20.64448832,1943.028,303.459008,20370
-0.095108789,0.076423329,0.122009045,0.208,-0.481,0.689,-0.089746888,0.258773019,3.942330673,1.190672467,4.694024588,5.363012647,-84.13025662,7.847557888,20.70114581,1947.828,304.86952,20360
-0.0948396,0.075837851,0.121432818,0.249,-0.513,0.762,-0.065569767,0.253867144,4.224558134,1.188949794,5.022787521,5.734841434,-76.38661963,7.764803765,20.63755602,1942.315,301.996633,20350
-0.094867139,0.076306785,0.121747687,0.256,-0.537,0.793,-0.039883296,0.316451674,4.410761402,1.188327456,5.241428876,5.97766446,-73.08391505,7.796801625,20.66611779,1942.879,303.564787,20340
-0.094390137,0.076858673,0.121724088,0.288,-0.654,0.942,-0.067538422,0.337249502,5.372806752,1.192023298,6.404510822,7.317379534,-61.059808,7.890343846,20.58278322,1933.11,303.447112,20330
-0.094682227,0.07613721,0.12149732,0.239,-0.444,0.683,-0.011564237,0.152964592,3.654401587,1.187223024,4.338589703,4.948533358,-84.97413798,7.743750953,20.63849872,1939.092,302.317544,20320
-0.095126172,0.076089496,0.121813792,0.259,-0.505,0.764,-0.073850356,0.291262325,4.145671783,1.18902991,4.929327746,5.618389764,-75.87954444,7.934175645,20.64618889,1948.184,303.894526,20310
-0.095228418,0.076956813,0.122436933,0.225,-0.544,0.769,-0.047807518,0.217107322,4.44310377,1.190032706,5.287438802,6.039346537,-74.77034807,7.94194512,20.72821552,1950.278,307.011638,20300
-0.09407334,0.075579349,0.120673242,0.3,-0.442,0.742,-0.056320093,0.280335445,3.662783845,1.189388713,4.356473763,4.966391987,-78.58569321,7.910701279,20.4166104,1926.622,298.2304,20290
-0.095569238,0.075461143,0.121769715,0.251,-0.476,0.727,-0.085944649,0.238262895,3.909017951,1.187459826,4.641801776,5.284120701,-80.35888656,7.772183421,20.74418069,1957.258,303.674642,20280
-0.094676025,0.077033941,0.122056453,0.225,-0.486,0.711,-0.058748238,0.273079909,3.981764069,1.19091437,4.741940048,5.413845589,-80.79281936,7.939654575,20.63108994,1938.965,305.106489,20270
-0.094234277,0.076563359,0.121416832,0.251,-0.518,0.769,-0.092193222,0.265271433,4.266294826,1.193635225,5.092399783,5.8232288,-75.11356151,7.823004445,20.55623914,1929.918,301.917122,20260
-0.094698633,0.07763563,0.122454572,0.249,-0.518,0.767,-0.062384146,0.371109078,4.230140142,1.19259489,5.044843518,5.765765097,-74.36828426,7.931426022,20.68452518,1939.428,307.100102,20250
-0.095673633,0.077068795,0.122853747,0.229,-0.623,0.852,-0.095192256,0.520899717,5.071070398,1.190767804,6.038467363,6.895766407,-67.33695143,8.035252591,20.78418248,1959.396,309.105524,20240
-0.094346973,0.077560336,0.122134995,0.276,-0.532,0.808,-0.054045972,0.341533759,4.35583593,1.192108371,5.192628475,5.92722304,-70.75177287,7.888217804,20.6293435,1932.226,305.49928,20230
-0.094600684,0.07527569,0.120895487,0.242,-0.444,0.686,-0.068521398,0.283073102,3.672593659,1.188840938,4.366129691,4.979454379,-85.437041,7.804749843,20.53525713,1937.422,299.329922,20220
-0.094562354,0.07840238,0.122837176,0.261,-0.476,0.737,-0.097249594,0.222342002,3.875048366,1.196476437,4.636404063,5.31018865,-77.11923512,7.881232028,20.73738396,1936.637,309.022145,20210
-0.094080127,0.07646944,0.121237971,0.291,-0.593,0.884,-0.062296383,0.563700852,4.891206907,1.189401835,5.81761047,6.636155397,-65.54076001,7.90070253,20.49085111,1926.761,301.028261,20200
-0.094924854,0.075547135,0.121318166,0.232,-0.623,0.855,-0.105879402,0.339873689,5.135257318,1.190075713,6.111345014,6.969684978,-68.41386821,7.830581035,20.60697912,1944.061,301.426635,20190
