,B1_mean,B1_std,B1_skew,B1_kurtosis,B1_entropy,B1_rms,B1_max,B1_p2p,B1_crest,B1_clearence,B1_shape,B1_impulse,RUL(min)
16,0.061884955,0.078430918,0.01651612,0.480270002,4.878237449,0.07845498,0.439,0.82,5.595565736,0.052080716,1.267755304,7.093808143,9670
17,0.061246301,0.077608567,0.020438348,0.448020431,4.866622357,0.077624488,0.444,0.849,5.719844479,0.051502457,1.267415122,7.249417387,9660
18,0.061476293,0.077780276,0.003562444,0.341696723,4.87154654,0.077827278,0.405,0.761,5.203830993,0.051725535,1.265972202,6.58790538,9650
19,0.061843254,0.078903958,-0.032049896,0.59680401,4.882001831,0.078934489,0.471,0.874,5.966973451,0.051901239,1.276363771,7.616028735,9640
20,0.062213096,0.079018883,0.061607042,0.506673464,4.883731978,0.079030252,0.415,0.803,5.251153689,0.052269693,1.270315364,6.67062121,9630
21,0.062625763,0.079346514,0.037727322,0.384632954,4.88961928,0.079365178,0.381,0.742,4.800594013,0.052720202,1.267292797,6.083758215,9620
22,0.062514039,0.07946986,0.019652843,0.41525192,4.891189414,0.079488306,0.344,0.686,4.327680603,0.052463895,1.271527285,5.502763967,9610
23,0.062606914,0.079725203,-0.038512989,0.520322725,4.892277136,0.079754889,0.393,0.759,4.927597583,0.052614343,1.273899059,6.277261925,9600
24,0.062448557,0.079360124,-0.036482752,0.48500585,4.888588144,0.079382858,0.437,0.85,5.504966819,0.052430841,1.271172015,6.997759766,9590
25,0.061328873,0.077564025,0.026713874,0.310368971,4.868547198,0.077592679,0.405,0.713,5.219564625,0.051630265,1.265190018,6.603741061,9580
26,0.061452024,0.077730021,0.00133995,0.368260669,4.86979346,0.077742894,0.388,0.732,4.990809856,0.051776716,1.265098992,6.31386852,9570
27,0.061278676,0.077464393,-0.033981613,0.402202709,4.865260234,0.077495513,0.4,0.769,5.161589148,0.051692506,1.264640796,6.527556207,9560
28,0.061906343,0.078247894,0.033684278,0.342207511,4.876381516,0.078281424,0.391,0.735,4.994799276,0.052113167,1.264513782,6.315992522,9550
29,0.06188979,0.078826072,-0.006906909,0.535447787,4.881285013,0.078861955,0.488,0.871,6.188028195,0.051856467,1.274232073,7.884983995,9540
30,0.061728356,0.078553178,-0.002591152,0.489303025,4.878893832,0.078584216,0.403,0.803,5.128256281,0.051805623,1.27306511,6.528604144,9530
31,0.063210948,0.080214216,0.023070307,0.486954358,4.898214333,0.080232875,0.396,0.774,4.935632665,0.053264621,1.269287648,6.264737578,9520
32,0.06069144,0.077400995,-0.018356381,0.509093687,4.864605029,0.077421863,0.388,0.732,5.011504325,0.050878378,1.275663631,6.392993805,9510
33,0.062270619,0.078990653,0.029681075,0.405208282,4.884972484,0.079013604,0.376,0.74,4.758674197,0.052332473,1.268874567,6.03816066,9500
34,0.061526784,0.078226589,-0.014488011,0.406954793,4.876092973,0.078236402,0.359,0.662,4.588656837,0.051636421,1.271582834,5.834857267,9490
35,0.061508619,0.078111987,-0.011720974,0.422107938,4.874982697,0.078130613,0.356,0.71,4.556472613,0.051690656,1.270238467,5.787806785,9480
36,0.060630548,0.076838647,-0.012771665,0.409870046,4.8585092,0.076863696,0.413,0.76,5.373147802,0.050943051,1.267738759,6.811747727,9470
37,0.062684164,0.079846069,-0.009875133,0.571251926,4.893162719,0.07986477,0.457,0.809,5.72217265,0.052634552,1.274082067,7.290517555,9460
38,0.061219151,0.077397445,0.045241831,0.357362587,4.865480229,0.077430076,0.378,0.734,4.881823936,0.051615502,1.264801531,6.174538389,9450
39,0.061413106,0.078437449,-0.00060047,0.656734507,4.874299619,0.078460762,0.498,0.896,6.347121639,0.051435695,1.277589865,8.109018279,9440
40,0.061580302,0.078560303,-0.037490077,0.506140444,4.878738285,0.078597872,0.371,0.725,4.720229599,0.051624172,1.27634762,6.024653815,9430
41,0.061916549,0.078643988,-0.008494644,0.45344807,4.879940676,0.0786628,0.393,0.747,4.99600829,0.051971125,1.270464868,6.347253012,9420
42,0.06114947,0.077612982,0.044673305,0.431002957,4.868290635,0.077630365,0.449,0.779,5.783819262,0.051433051,1.269518193,7.342663781,9410
43,0.061460569,0.078188325,-0.006343521,0.488640844,4.874175866,0.078210645,0.415,0.749,5.306183072,0.051620867,1.272533686,6.752296705,9400
44,0.061383368,0.078075538,0.030823988,0.537067074,4.871649564,0.078090243,0.469,0.913,6.005871956,0.051525118,1.272172659,7.640506098,9390
45,0.060116168,0.076465553,0.018078695,0.458002578,4.853537506,0.076483512,0.361,0.705,4.719971554,0.050501737,1.272261932,6.00504013,9380
46,0.062262317,0.078882157,0.068210497,0.357152377,4.884352224,0.078905942,0.364,0.689,4.613087321,0.05246222,1.267314566,5.846232756,9370
47,0.060793691,0.077294269,0.014830627,0.498905529,4.863310319,0.077321822,0.396,0.752,5.121452028,0.051054025,1.271872462,6.513833802,9360
48,0.06178412,0.07821938,0.025738912,0.330123467,4.876689584,0.078248372,0.415,0.764,5.303624726,0.05192362,1.266480311,6.716936291,9350
49,0.06062464,0.076942821,0.046517648,0.424753415,4.859311692,0.076970239,0.405,0.771,5.261773968,0.050981176,1.269619732,6.680452054,9340
50,0.061512672,0.078458133,-0.041972824,0.554009363,4.877839365,0.078479149,0.396,0.792,5.045926244,0.051566994,1.27582086,6.437697961,9330
51,0.061635871,0.07851921,-0.023868156,0.579397278,4.877435583,0.078541331,0.427,0.83,5.436628037,0.051774582,1.274279563,6.927783997,9320
52,0.062393086,0.079362998,0.013258924,0.627984044,4.886927531,0.079382698,0.532,0.993,6.701712289,0.052456096,1.272299596,8.526585837,9310
53,0.060577225,0.076886949,-0.04794025,0.399124408,4.8579927,0.076912343,0.386,0.738,5.018700308,0.050828722,1.269657739,6.372031686,9300
54,0.060348894,0.076607107,0.015885027,0.425490101,4.854364228,0.076629667,0.4,0.793,5.219910478,0.050712186,1.269777483,6.628124785,9290
55,0.061461839,0.078314682,0.050855425,0.613667089,4.874931621,0.078341075,0.442,0.791,5.641995591,0.051523296,1.274629532,7.191454202,9280
56,0.060919674,0.077344715,-0.010459238,0.484779709,4.862763798,0.077380951,0.461,0.813,5.957538599,0.05118045,1.270212819,7.567341897,9270
57,0.06096616,0.077400303,0.007410949,0.449676842,4.865267671,0.077425237,0.452,0.835,5.837889786,0.051201839,1.269970692,7.413948929,9260
58,0.060197031,0.075970362,-0.006880669,0.299206478,4.847638949,0.075995958,0.347,0.694,4.566032302,0.050746404,1.262453593,5.764403886,9250
59,0.061612872,0.078109568,0.016443093,0.348563494,4.875767416,0.078127321,0.388,0.737,4.966252447,0.051791965,1.268035704,6.297385419,9240
60,0.062087407,0.078638861,-0.001904855,0.41377037,4.881135154,0.078659632,0.413,0.779,5.250469494,0.052283467,1.266917667,6.651912562,9230
61,0.060778895,0.07709003,0.008961745,0.395853996,4.861063574,0.077122093,0.342,0.669,4.434526952,0.05109555,1.268895929,5.626953196,9220
62,0.062264222,0.079262876,-0.01098356,0.472828612,4.888236643,0.079302261,0.391,0.777,4.930502577,0.052196975,1.273640915,6.279689815,9210
63,0.060654329,0.076916698,-0.001075667,0.394957172,4.8588184,0.076942807,0.408,0.769,5.302639891,0.051010673,1.26854602,6.726642729,9200
64,0.060836564,0.077179614,0.033304839,0.37835017,4.863093218,0.077200464,0.388,0.774,5.025876539,0.051062126,1.268981323,6.37774346,9190
65,0.060678793,0.076976311,0.040259359,0.43711374,4.859997042,0.076995202,0.381,0.752,4.948360262,0.051018348,1.268898057,6.278964721,9180
66,0.060815079,0.077426437,0.042391176,0.491380617,4.86403699,0.077447948,0.459,0.842,5.926561188,0.050971079,1.273499089,7.547470275,9170
67,0.060510962,0.076618975,0.05000465,0.346425572,4.855855382,0.076642342,0.393,0.713,5.127713848,0.050881409,1.266586073,6.494690947,9160
68,0.060515699,0.076934766,-0.012689523,0.447224713,4.858265921,0.076957526,0.386,0.755,5.015753753,0.050746432,1.271695234,6.378510144,9150
69,0.060748962,0.077290812,0.043753877,0.488293605,4.861730057,0.077326562,0.444,0.825,5.74188205,0.050968412,1.272886965,7.308766814,9140
70,0.059402656,0.075728473,0.03176221,0.588428018,4.841976614,0.075774773,0.5,0.861,6.5985021,0.049724542,1.275612537,8.417132002,9130
71,0.060527028,0.076667861,0.031949846,0.362903689,4.856504293,0.076688915,0.391,0.74,5.098520443,0.050926429,1.267019343,6.45992402,9120
72,0.06077079,0.077371181,0.003657221,0.540518462,4.862044723,0.077401539,0.439,0.803,5.671721849,0.050990542,1.27366354,7.22386533,9110
73,0.061741833,0.077942865,-0.030876413,0.326385961,4.872678004,0.077956389,0.398,0.781,5.105418638,0.052123833,1.26261863,6.446196688,9100
74,0.061893549,0.078799117,-0.005262697,0.395258591,4.883719288,0.078820904,0.437,0.769,5.544214518,0.051868753,1.273491415,7.060509594,9090
75,0.061243371,0.077536476,0.010765247,0.34046293,4.868689103,0.077562038,0.383,0.725,4.937982704,0.051527864,1.266456042,6.253738031,9080
76,0.060408956,0.076864366,-0.0525546,0.446593306,4.858021179,0.076891021,0.352,0.694,4.577907756,0.05063857,1.27284142,5.826950607,9070
77,0.061595342,0.078224088,-0.009276786,0.444810826,4.874278659,0.078248185,0.432,0.854,5.520894852,0.051773646,1.270358808,7.013517402,9060
78,0.060023878,0.076710257,0.024606562,0.654587136,4.852395913,0.076727157,0.415,0.808,5.40877592,0.050301716,1.278277238,6.913915145,9050
79,0.060836857,0.077374034,-0.022672364,0.386647119,4.86547023,0.077384006,0.427,0.786,5.517936095,0.051039329,1.271992169,7.018771501,9040
80,0.060481371,0.076947274,0.03106072,0.449852402,4.858576708,0.07698478,0.361,0.71,4.689238563,0.05079477,1.27286764,5.968780024,9030
81,0.059133942,0.074795069,0.013700283,0.302953016,4.832344954,0.07482445,0.369,0.706,4.931543074,0.049749366,1.265338446,6.240071048,9020
82,0.060678207,0.077305323,-0.026128382,0.58237329,4.863061063,0.077336966,0.457,0.904,5.90920516,0.050906042,1.274542709,7.531534352,9010
83,0.060732848,0.076774753,0.006774256,0.319787215,4.857982134,0.076794923,0.374,0.716,4.870113602,0.051133379,1.264470964,6.158117239,9000
84,0.061104595,0.077706707,0.007028569,0.439609736,4.869207778,0.077723537,0.42,0.754,5.403768472,0.051341544,1.271975328,6.873460177,8990
85,0.060747644,0.077340819,0.052618197,0.573425961,4.862314249,0.0773602,0.442,0.781,5.713532317,0.051010779,1.273468311,7.27600235,8980
86,0.060915084,0.076846578,-0.013532881,0.263333157,4.859768447,0.076893632,0.403,0.755,5.241006193,0.051391269,1.262308561,6.615766986,8970
87,0.058880219,0.074901719,-0.005066745,0.441392267,4.832707739,0.074922717,0.359,0.718,4.791604159,0.049395334,1.272459887,6.097124086,8960
88,0.060841399,0.077618356,0.051124528,0.607266555,4.865124282,0.077632146,0.452,0.872,5.822330356,0.050979057,1.275975698,7.429152043,8950
89,0.061190732,0.077759844,-0.014067072,0.421041237,4.870431017,0.077782279,0.374,0.721,4.808293183,0.051339041,1.271144765,6.112036708,8940
90,0.06205762,0.078546554,-0.048600191,0.38040334,4.880085066,0.078591003,0.393,0.771,5.000572363,0.052249819,1.266419877,6.332824236,8930
91,0.060056057,0.075948111,-0.019741057,0.346920302,4.847491676,0.075990533,0.376,0.732,4.947984789,0.0506032,1.265326696,6.260817245,8920
92,0.060578739,0.076692718,-0.00573043,0.358385456,4.855753925,0.076712753,0.386,0.718,5.031757907,0.050994245,1.266331286,6.371872461,8910
93,0.059355291,0.075013894,-0.023595691,0.354322615,4.83462039,0.075039839,0.425,0.767,5.663658205,0.050026674,1.264248528,7.160271551,8900
94,0.061484106,0.078229591,0.023947378,0.543188899,4.873100504,0.078247926,0.403,0.755,5.150296271,0.051659971,1.272652905,6.554539513,8890
95,0.060681332,0.07743397,0.021667785,0.501113949,4.864850517,0.077452154,0.42,0.764,5.422702612,0.050755352,1.276375316,6.921403758,8880
96,0.061475414,0.078299562,-0.003807331,0.536982701,4.875497068,0.078317338,0.437,0.845,5.579862758,0.05160641,1.273961955,7.108532871,8870
97,0.060370282,0.076527067,0.010531563,0.389506766,4.854828671,0.076561582,0.444,0.803,5.79925322,0.050750447,1.268199843,7.354612023,8860
98,0.06107139,0.077655942,0.01209975,0.451370433,4.867885256,0.077680425,0.381,0.759,4.904710521,0.051227875,1.271960982,6.23860041,8850
99,0.059843156,0.075694602,-0.012711856,0.392828072,4.843921065,0.075717106,0.396,0.774,5.229993872,0.050430424,1.265259229,6.617298014,8840
100,0.06109478,0.077929635,0.032960544,0.525112613,4.870217245,0.077948101,0.388,0.749,4.97767098,0.051184337,1.275855334,6.350788069,8830
101,0.060354412,0.076555678,-0.061262197,0.417037577,4.85447949,0.07659419,0.381,0.75,4.974267625,0.050703914,1.26907359,6.312711671,8820
102,0.060180819,0.076382473,-0.047832935,0.445650951,4.85101968,0.076401552,0.469,0.867,6.138618739,0.050558235,1.269533266,7.793180699,8810
103,0.060264906,0.076607968,-0.018061311,0.401008499,4.856322141,0.076633641,0.371,0.701,4.841215885,0.050498168,1.271613061,6.156153351,8800
104,0.0606764,0.077262179,0.04171299,0.53217627,4.86055026,0.07728288,0.437,0.833,5.654551201,0.050913539,1.273689266,7.202141169,8790
105,0.061193564,0.077612986,-0.002568133,0.442612348,4.867142918,0.077641525,0.425,0.789,5.473874965,0.051500788,1.268785796,6.945174807,8780
106,0.060406367,0.076811873,-0.001486199,0.436362254,4.856401167,0.076822272,0.425,0.803,5.532249799,0.050654774,1.271757852,7.035682124,8770
107,0.059835881,0.076044998,0.016710453,0.477588414,4.847164661,0.076063569,0.42,0.786,5.521697249,0.050221497,1.271203302,7.019199774,8760
108,0.059874359,0.076023756,0.03578722,0.448235549,4.84681485,0.076042065,0.369,0.708,4.852577351,0.050292143,1.270027198,6.162905216,8750
109,0.061043752,0.077343178,0.035048806,0.418617654,4.864552878,0.077361511,0.381,0.745,4.924929649,0.051416533,1.267312517,6.241424989,8740
110,0.060097612,0.07647664,-0.005674278,0.477015464,4.851934943,0.076504205,0.361,0.695,4.718694846,0.050394833,1.272999087,6.006894232,8730
111,0.060136628,0.076265747,-0.020289575,0.388343241,4.849607134,0.076275462,0.364,0.718,4.772176934,0.050619188,1.268369457,6.052883468,8720
112,0.061293813,0.077965976,-0.009896614,0.425934194,4.871872829,0.077977545,0.417,0.766,5.347693339,0.051478832,1.27219276,6.803296751,8710
113,0.059829093,0.076038619,-0.021052478,0.451084299,4.847739177,0.076065916,0.413,0.782,5.429501453,0.050242225,1.271386739,6.902996148,8700
114,0.060349236,0.076782392,0.031210193,0.478867922,4.856520708,0.076805307,0.374,0.726,4.869455162,0.050629255,1.272680694,6.197261573,8690
115,0.059494555,0.075490841,-0.027429282,0.398913526,4.841640522,0.075512597,0.408,0.757,5.403072021,0.049945353,1.269235419,6.857770384,8680
116,0.062273549,0.078936931,0.058797429,0.527903161,4.883720117,0.078950174,0.452,0.896,5.725129849,0.05244609,1.2677963,7.25829844,8670
117,0.060695005,0.077204728,0.005990517,0.486519795,4.861807288,0.077217037,0.388,0.766,5.024797842,0.050969814,1.272214036,6.392618343,8660
118,0.06114947,0.077731632,-0.025157913,0.510784144,4.868807451,0.077760076,0.393,0.776,5.054007404,0.051338281,1.271639407,6.42687498,8650
119,0.060680307,0.077268691,-0.025748557,0.615171814,4.861441809,0.077275198,0.417,0.825,5.396298047,0.050972324,1.273480677,6.872081289,8640
120,0.060591386,0.07666777,0.020346268,0.404325686,4.855484874,0.076691883,0.422,0.832,5.502538023,0.051053105,1.265722527,6.964686332,8630
121,0.061251672,0.078099354,-0.031925545,0.538636265,4.872936001,0.078125951,0.405,0.788,5.183936867,0.051339562,1.27549091,6.612064354,8620
122,0.061404805,0.07780486,-0.015265169,0.400791067,4.870236603,0.077818106,0.437,0.798,5.615659664,0.05169115,1.267296692,7.116706918,8610
123,0.062205235,0.079168363,-0.020454116,0.451500328,4.887068908,0.079182831,0.381,0.74,4.811649123,0.052160533,1.272928743,6.124886471,8600
124,0.0603382,0.076369127,0.01010359,0.347398416,4.852311125,0.076388067,0.366,0.708,4.791324281,0.050778619,1.265998436,6.065809045,8590
125,0.060593291,0.077098388,-0.029977088,0.445225093,4.861828499,0.077136773,0.43,0.784,5.574513731,0.05082124,1.273024985,7.096495257,8580
126,0.060206065,0.076150857,-0.015058165,0.338006546,4.849741765,0.07618609,0.376,0.752,4.93528411,0.050714762,1.265422187,6.245218012,8570
127,0.059979247,0.076323591,0.025416381,0.47169714,4.85055437,0.07635043,0.374,0.73,4.898466214,0.050258171,1.272947451,6.235490082,8560
128,0.060208799,0.076333685,-0.009143652,0.380281891,4.851006088,0.076353892,0.4,0.72,5.238763743,0.050594862,1.268151711,6.643547205,8550
129,0.059257434,0.074954913,-0.005983431,0.339035705,4.834420363,0.074970301,0.347,0.684,4.628499474,0.049964558,1.265162793,5.855805322,8540
130,0.060106792,0.075958576,-0.028227174,0.244705277,4.847848478,0.075996605,0.332,0.662,4.368616226,0.050611267,1.264359678,5.523502206,8530
131,0.059880951,0.076345475,0.035007247,0.645452051,4.849600934,0.076372765,0.464,0.884,6.075464193,0.050188163,1.275410019,7.748707904,8520
132,0.060054593,0.076149276,-0.033087908,0.347043248,4.849032861,0.076160431,0.364,0.711,4.779384717,0.050574598,1.268186625,6.061151775,8510
133,0.060548122,0.07672024,-0.000654835,0.410654132,4.857014433,0.076751018,0.386,0.757,5.029249224,0.050959273,1.267603607,6.375094458,8500
134,0.061008838,0.077738621,-0.040397335,0.501473211,4.868032661,0.077756319,0.444,0.793,5.710146816,0.051079954,1.274509097,7.277634064,8490
135,0.061485424,0.078269346,-0.010383042,0.50499201,4.874185094,0.078290991,0.403,0.752,5.147463263,0.051678643,1.273326031,6.554398964,8480
136,0.061330924,0.077692967,0.03007063,0.365980327,4.870065491,0.077712294,0.396,0.767,5.095718829,0.051605603,1.26709804,6.45677534,8470
137,0.060147761,0.076461719,-0.013314801,0.414902678,4.851812384,0.076474704,0.361,0.71,4.72051515,0.050537713,1.27144723,6.00188591,8460
138,0.061197959,0.077779207,0.012288209,0.601777066,4.867529005,0.077805942,0.417,0.827,5.359487806,0.051524579,1.271381332,6.813952746,8450
139,0.059392597,0.075199662,0.005840822,0.307364941,4.837787852,0.075214273,0.344,0.656,4.573599989,0.049921704,1.266391383,5.791967613,8440
140,0.060433322,0.076750803,0.01453847,0.411758389,4.857111146,0.076782814,0.361,0.698,4.701572916,0.050766781,1.270537707,5.973525671,8430
141,0.060975731,0.077370076,0.010553308,0.505340076,4.863501003,0.077408442,0.439,0.825,5.671216065,0.051290386,1.26949592,7.199585656,8420
142,0.060270521,0.07657081,-0.046212417,0.601771231,4.852393939,0.076583999,0.515,0.915,6.724642345,0.050702239,1.270670924,8.544807499,8410
143,0.060634504,0.07675354,-0.020008172,0.286564763,4.858708334,0.076776468,0.371,0.679,4.832209799,0.050969506,1.26621747,6.118628466,8400
144,0.059841057,0.07588153,-0.045618671,0.374017678,4.845835315,0.075912719,0.417,0.751,5.493150628,0.050268723,1.268572502,6.968459834,8390
145,0.059753504,0.075865858,0.041826847,0.502339536,4.843430022,0.075882247,0.425,0.781,5.600783001,0.050248717,1.269921304,7.112553649,8380
146,0.060066312,0.076047853,0.01131354,0.315877992,4.848562222,0.076058806,0.381,0.725,5.009281867,0.050519034,1.266247321,6.342989746,8370
147,0.059673861,0.075576717,0.041312772,0.416520825,4.842110894,0.075626568,0.452,0.818,5.976735601,0.050194223,1.267331566,7.574505692,8360
148,0.059919674,0.076194042,0.002035224,0.442385459,4.847697942,0.076212796,0.361,0.681,4.736737373,0.050333855,1.271916073,6.024732396,8350
149,0.060456126,0.076783321,-0.010194775,0.385149526,4.857503802,0.076803046,0.388,0.735,5.051883001,0.050705943,1.270393107,6.417877344,8340
150,0.059075638,0.075147485,0.046350621,0.48867751,4.834990777,0.075159748,0.403,0.745,5.361912637,0.049526158,1.272262975,6.821762921,8330
151,0.061991211,0.078908922,0.016852402,0.531053498,4.882268627,0.078937756,0.466,0.913,5.903385414,0.052004543,1.273370141,7.517194715,8320
152,0.060446018,0.076893464,0.035698854,0.478283044,4.858592441,0.076923403,0.435,0.757,5.654976032,0.050697146,1.272596701,7.196503844,8310
153,0.060247961,0.076446179,-0.007072855,0.456677817,4.852003594,0.076488198,0.376,0.742,4.915791093,0.050618655,1.269556609,6.240875072,8300
154,0.060386347,0.076479472,-0.028788582,0.258535689,4.855420712,0.076508883,0.342,0.662,4.470069188,0.05067999,1.266989753,5.663531859,8290
155,0.061081156,0.077379933,-0.014724799,0.375852952,4.865314852,0.077400377,0.369,0.725,4.767418643,0.051386062,1.267172752,6.041143002,8280
156,0.061375702,0.078463443,-0.026222599,0.606002032,4.875638032,0.078481971,0.447,0.877,5.695575578,0.051383085,1.278714035,7.283012428,8270
157,0.062011817,0.079020676,-0.014138819,0.592226541,4.883406806,0.079047673,0.425,0.813,5.376502359,0.052036604,1.27471951,6.85353245,8260
158,0.060469847,0.076671206,-0.002913956,0.370482672,4.856806329,0.076683669,0.369,0.703,4.811976334,0.050838578,1.268130688,6.102214861,8250
159,0.06098662,0.07729056,-0.050697936,0.373794751,4.864380314,0.077313117,0.408,0.786,5.277241626,0.051262568,1.267706205,6.689991953,8240
160,0.060282045,0.076483365,-0.01755417,0.343447929,4.854473339,0.076513842,0.347,0.674,4.535127133,0.050606938,1.269264202,5.756274524,8230
161,0.061893842,0.078496056,0.021094909,0.425276927,4.878170283,0.078529307,0.378,0.756,4.813489554,0.052068368,1.268774148,6.107231106,8220
162,0.060447971,0.076924466,0.037866901,0.512060159,4.858303926,0.076955206,0.408,0.777,5.301785567,0.050706462,1.273081702,6.749606192,8210
163,0.060858196,0.077344938,-0.027654956,0.52851576,4.862752553,0.077364164,0.427,0.81,5.519351308,0.051132985,1.271220129,7.016310483,8200
164,0.060008399,0.076144416,-0.032298055,0.326213515,4.850227057,0.076169698,0.334,0.666,4.384945854,0.050389949,1.269317281,5.565887549,8190
165,0.061264661,0.077595061,-0.055876857,0.441099991,4.867076568,0.077624077,0.439,0.756,5.65546179,0.051616842,1.267028578,7.165631708,8180
166,0.060608575,0.077215555,-0.048914763,0.488885318,4.861717128,0.077255269,0.439,0.786,5.682460292,0.05082776,1.274659068,7.243199541,8170
167,0.06107935,0.077657698,-0.052693227,0.538816592,4.867177854,0.077681926,0.439,0.83,5.65125023,0.051312324,1.271819791,7.187371887,8160
168,0.061344255,0.07779688,0.007792728,0.437372274,4.869365115,0.07781901,0.393,0.735,5.050179873,0.051577952,1.268562317,6.406467882,8150
169,0.061139216,0.077265931,0.019771024,0.254609372,4.865010503,0.077282802,0.354,0.703,4.580579263,0.051515516,1.26404634,5.790064453,8140
170,0.060455149,0.076356301,-0.003267069,0.335791656,4.852259561,0.076388105,0.432,0.828,5.655330761,0.050916864,1.263550021,7.145793301,8130
171,0.061760145,0.078158157,0.000156726,0.380809343,4.875262985,0.078185596,0.439,0.874,5.614844996,0.052001656,1.265955515,7.108143986,8120
172,0.060030763,0.076145149,-0.03686273,0.319684773,4.850383906,0.076162865,0.344,0.678,4.516636828,0.050360542,1.268730576,5.730395243,8110
173,0.059602227,0.075328499,0.005146979,0.291884939,4.840437369,0.075344409,0.381,0.701,5.056778643,0.050217554,1.264120714,6.392378629,8100
174,0.0604718,0.076867058,-0.00723894,0.410256814,4.858526159,0.07689251,0.359,0.715,4.66885525,0.050763503,1.27154326,5.936651427,8090
175,0.059729528,0.075464773,-0.0010084,0.329190133,4.840050318,0.075484914,0.344,0.671,4.557201997,0.05035309,1.263778848,5.759295488,8080
176,0.061589189,0.078250174,0.021487685,0.440473695,4.875525519,0.078262513,0.496,0.972,6.337644662,0.051632932,1.270718363,8.053361453,8070
177,0.059637726,0.07545019,0.010465011,0.343895252,4.8402538,0.07546824,0.383,0.757,5.074982515,0.050175927,1.265444624,6.422109339,8060
178,0.05942507,0.075537468,0.005037938,0.443322712,4.841229018,0.07556168,0.405,0.771,5.359859665,0.049892708,1.2715455,6.81530544,8050
179,0.060484057,0.076651451,0.032293328,0.425768456,4.854890394,0.07667661,0.381,0.745,4.968920797,0.050946208,1.267716049,6.299180642,8040
180,0.060222569,0.076734019,0.025138546,0.709251254,4.853089051,0.076745604,0.513,0.887,6.684421975,0.050529399,1.274366145,8.518401068,8030
181,0.060191855,0.076093122,-0.017683235,0.343994496,4.847948427,0.076121258,0.361,0.722,4.742433467,0.050708327,1.264643823,5.997489188,8020
182,0.059483324,0.075149205,0.016866458,0.267913248,4.8373587,0.07516365,0.342,0.669,4.550071757,0.050079926,1.26360876,5.749510532,8010
183,0.061542263,0.078074829,0.007929293,0.35437209,4.874977144,0.078093251,0.334,0.656,4.276938081,0.05171456,1.268936949,5.427164761,8000
184,0.060071341,0.076329577,0.008482885,0.499674836,4.849601043,0.076356622,0.427,0.805,5.592180319,0.050481123,1.271099004,7.108214836,7990
185,0.061402949,0.077823239,-0.00756633,0.349934335,4.872023541,0.077859689,0.381,0.755,4.893417939,0.051622396,1.268012205,6.204913672,7980
186,0.060335466,0.076576343,-0.005858162,0.416423982,4.855108978,0.076611447,0.393,0.745,5.129781706,0.050700533,1.269758116,6.513581955,7970
187,0.061820401,0.078991299,0.002152669,0.627716417,4.882702646,0.079000973,0.422,0.818,5.341706389,0.051771767,1.277911026,6.826225494,7960
